Student ID,Name,Subject Name,Grade,Remarks,Teacher Exp,Attendance (%),Parental Education,Gender,CGPA
304,Student_304,Database Management System Laboratory,10,4,0,84.77294243091478,Graduate,Male,7.545454545454546
304,Student_304,Machine Learning Laboratory,10,2,0,84.77294243091478,Graduate,Male,7.545454545454546
305,Student_305,Database Management System,10,2,3,82.34067911855863,Graduate,Female,8.954545454545455
305,Student_305,Machine Learning,10,3,1,82.34067911855863,Graduate,Female,8.954545454545455
305,Student_305,Design and Analysis of Algorithms,7,5,2,82.34067911855863,Graduate,Female,8.954545454545455
305,Student_305,Computer Organization and Architecture,10,2,0,82.34067911855863,Graduate,Female,8.954545454545455
305,Student_305,Microprocessor and Microcontroller,7,4,2,82.34067911855863,Graduate,Female,8.954545454545455
305,Student_305,Economics for Engineers,10,0,3,82.34067911855863,Graduate,Female,8.954545454545455
305,Student_305,Database Management System Laboratory,10,4,2,82.34067911855863,Graduate,Female,8.954545454545455
305,Student_305,Machine Learning Laboratory,8,3,2,82.34067911855863,Graduate,Female,8.954545454545455
306,Student_306,Database Management System,10,3,0,82.65353839416049,Postgraduate,Female,8.090909090909092
306,Student_306,Machine Learning,9,0,1,82.65353839416049,Postgraduate,Female,8.090909090909092
306,Student_306,Design and Analysis of Algorithms,10,0,3,82.65353839416049,Postgraduate,Female,8.090909090909092
306,Student_306,Computer Organization and Architecture,7,0,2,82.65353839416049,Postgraduate,Female,8.090909090909092
306,Student_306,Microprocessor and Microcontroller,7,0,1,82.65353839416049,Postgraduate,Female,8.090909090909092
306,Student_306,Economics for Engineers,6,4,2,82.65353839416049,Postgraduate,Female,8.090909090909092
306,Student_306,Database Management System Laboratory,8,5,2,82.65353839416049,Postgraduate,Female,8.090909090909092
306,Student_306,Machine Learning Laboratory,6,4,2,82.65353839416049,Postgraduate,Female,8.090909090909092
307,Student_307,Database Management System,10,3,3,84.0909968654759,Postgraduate,Female,8.636363636363637
307,Student_307,Machine Learning,7,4,1,84.0909968654759,Postgraduate,Female,8.636363636363637
307,Student_307,Design and Analysis of Algorithms,8,4,2,84.0909968654759,Postgraduate,Female,8.636363636363637
307,Student_307,Computer Organization and Architecture,10,4,3,84.0909968654759,Postgraduate,Female,8.636363636363637
307,Student_307,Microprocessor and Microcontroller,6,4,2,84.0909968654759,Postgraduate,Female,8.636363636363637
307,Student_307,Economics for Engineers,10,4,0,84.0909968654759,Postgraduate,Female,8.636363636363637
307,Student_307,Database Management System Laboratory,10,3,0,84.0909968654759,Postgraduate,Female,8.636363636363637
307,Student_307,Machine Learning Laboratory,9,4,1,84.0909968654759,Postgraduate,Female,8.636363636363637
308,Student_308,Database Management System,5,4,0,59.394617119873956,Postgraduate,Male,8.090909090909092
308,Student_308,Machine Learning,10,3,2,59.394617119873956,Postgraduate,Male,8.090909090909092
308,Student_308,Design and Analysis of Algorithms,10,1,1,59.394617119873956,Postgraduate,Male,8.090909090909092
308,Student_308,Computer Organization and Architecture,8,4,0,59.394617119873956,Postgraduate,Male,8.090909090909092
308,Student_308,Microprocessor and Microcontroller,6,4,0,59.394617119873956,Postgraduate,Male,8.090909090909092
308,Student_308,Economics for Engineers,8,1,2,59.394617119873956,Postgraduate,Male,8.090909090909092
308,Student_308,Database Management System Laboratory,10,0,0,59.394617119873956,Postgraduate,Male,8.090909090909092
308,Student_308,Machine Learning Laboratory,9,4,0,59.394617119873956,Postgraduate,Male,8.090909090909092
309,Student_309,Database Management System,9,0,2,55.0,High School,Male,8.318181818181818
309,Student_309,Machine Learning,8,0,2,55.0,High School,Male,8.318181818181818
309,Student_309,Design and Analysis of Algorithms,9,2,0,55.0,High School,Male,8.318181818181818
309,Student_309,Computer Organization and Architecture,10,3,0,55.0,High School,Male,8.318181818181818
309,Student_309,Microprocessor and Microcontroller,5,1,3,55.0,High School,Male,8.318181818181818
309,Student_309,Economics for Engineers,8,5,1,55.0,High School,Male,8.318181818181818
309,Student_309,Database Management System Laboratory,9,3,1,55.0,High School,Male,8.318181818181818
309,Student_309,Machine Learning Laboratory,8,3,0,55.0,High School,Male,8.318181818181818
310,Student_310,Database Management System,8,4,2,61.00318495267314,Postgraduate,Male,8.363636363636363
310,Student_310,Machine Learning,8,1,2,61.00318495267314,Postgraduate,Male,8.363636363636363
310,Student_310,Design and Analysis of Algorithms,10,0,0,61.00318495267314,Postgraduate,Male,8.363636363636363
310,Student_310,Computer Organization and Architecture,5,0,3,61.00318495267314,Postgraduate,Male,8.363636363636363
310,Student_310,Microprocessor and Microcontroller,10,4,1,61.00318495267314,Postgraduate,Male,8.363636363636363
310,Student_310,Economics for Engineers,10,0,3,61.00318495267314,Postgraduate,Male,8.363636363636363
310,Student_310,Database Management System Laboratory,9,3,2,61.00318495267314,Postgraduate,Male,8.363636363636363
310,Student_310,Machine Learning Laboratory,7,4,1,61.00318495267314,Postgraduate,Male,8.363636363636363
311,Student_311,Database Management System,10,2,2,65.45381898049939,High School,Male,8.227272727272727
311,Student_311,Machine Learning,10,0,0,65.45381898049939,High School,Male,8.227272727272727
311,Student_311,Design and Analysis of Algorithms,7,0,0,65.45381898049939,High School,Male,8.227272727272727
311,Student_311,Computer Organization and Architecture,8,2,3,65.45381898049939,High School,Male,8.227272727272727
311,Student_311,Microprocessor and Microcontroller,9,4,2,65.45381898049939,High School,Male,8.227272727272727
311,Student_311,Economics for Engineers,6,0,0,65.45381898049939,High School,Male,8.227272727272727
311,Student_311,Database Management System Laboratory,9,1,0,65.45381898049939,High School,Male,8.227272727272727
311,Student_311,Machine Learning Laboratory,7,1,3,65.45381898049939,High School,Male,8.227272727272727
312,Student_312,Database Management System,10,0,1,80.18218950445412,High School,Female,9.090909090909092
312,Student_312,Machine Learning,10,4,0,80.18218950445412,High School,Female,9.090909090909092
312,Student_312,Design and Analysis of Algorithms,10,5,1,80.18218950445412,High School,Female,9.090909090909092
312,Student_312,Computer Organization and Architecture,6,2,0,80.18218950445412,High School,Female,9.090909090909092
312,Student_312,Microprocessor and Microcontroller,10,0,3,80.18218950445412,High School,Female,9.090909090909092
312,Student_312,Economics for Engineers,9,2,1,80.18218950445412,High School,Female,9.090909090909092
312,Student_312,Database Management System Laboratory,9,4,0,80.18218950445412,High School,Female,9.090909090909092
312,Student_312,Machine Learning Laboratory,10,2,1,80.18218950445412,High School,Female,9.090909090909092
313,Student_313,Database Management System,10,2,3,64.01083745271806,High School,Female,9.409090909090908
313,Student_313,Machine Learning,9,2,2,64.01083745271806,High School,Female,9.409090909090908
313,Student_313,Design and Analysis of Algorithms,9,4,3,64.01083745271806,High School,Female,9.409090909090908
313,Student_313,Computer Organization and Architecture,9,1,3,64.01083745271806,High School,Female,9.409090909090908
313,Student_313,Microprocessor and Microcontroller,10,3,1,64.01083745271806,High School,Female,9.409090909090908
313,Student_313,Economics for Engineers,10,2,1,64.01083745271806,High School,Female,9.409090909090908
313,Student_313,Database Management System Laboratory,9,1,0,64.01083745271806,High School,Female,9.409090909090908
313,Student_313,Machine Learning Laboratory,9,1,3,64.01083745271806,High School,Female,9.409090909090908
314,Student_314,Database Management System,5,2,2,81.87426755126504,Graduate,Male,8.545454545454545
314,Student_314,Machine Learning,6,5,1,81.87426755126504,Graduate,Male,8.545454545454545
314,Student_314,Design and Analysis of Algorithms,10,1,1,81.87426755126504,Graduate,Male,8.545454545454545
314,Student_314,Computer Organization and Architecture,10,3,2,81.87426755126504,Graduate,Male,8.545454545454545
314,Student_314,Microprocessor and Microcontroller,10,1,2,81.87426755126504,Graduate,Male,8.545454545454545
314,Student_314,Economics for Engineers,9,4,2,81.87426755126504,Graduate,Male,8.545454545454545
314,Student_314,Database Management System Laboratory,8,2,3,81.87426755126504,Graduate,Male,8.545454545454545
314,Student_314,Machine Learning Laboratory,10,3,2,81.87426755126504,Graduate,Male,8.545454545454545
315,Student_315,Database Management System,9,0,3,69.21886541284357,High School,Male,8.636363636363637
315,Student_315,Machine Learning,10,5,0,69.21886541284357,High School,Male,8.636363636363637
315,Student_315,Design and Analysis of Algorithms,10,3,3,69.21886541284357,High School,Male,8.636363636363637
315,Student_315,Computer Organization and Architecture,6,1,1,69.21886541284357,High School,Male,8.636363636363637
315,Student_315,Microprocessor and Microcontroller,10,5,3,69.21886541284357,High School,Male,8.636363636363637
315,Student_315,Economics for Engineers,8,5,1,69.21886541284357,High School,Male,8.636363636363637
315,Student_315,Database Management System Laboratory,8,3,3,69.21886541284357,High School,Male,8.636363636363637
315,Student_315,Machine Learning Laboratory,7,2,1,69.21886541284357,High School,Male,8.636363636363637
316,Student_316,Database Management System,10,3,0,72.41991463802391,Postgraduate,Female,9.454545454545455
316,Student_316,Machine Learning,8,4,1,72.41991463802391,Postgraduate,Female,9.454545454545455
316,Student_316,Design and Analysis of Algorithms,9,3,3,72.41991463802391,Postgraduate,Female,9.454545454545455
316,Student_316,Computer Organization and Architecture,10,3,3,72.41991463802391,Postgraduate,Female,9.454545454545455
316,Student_316,Microprocessor and Microcontroller,10,4,2,72.41991463802391,Postgraduate,Female,9.454545454545455
316,Student_316,Economics for Engineers,10,3,3,72.41991463802391,Postgraduate,Female,9.454545454545455
316,Student_316,Database Management System Laboratory,9,1,0,72.41991463802391,Postgraduate,Female,9.454545454545455
316,Student_316,Machine Learning Laboratory,9,3,2,72.41991463802391,Postgraduate,Female,9.454545454545455
317,Student_317,Database Management System,9,3,3,58.992628440554576,Graduate,Male,9.590909090909092
317,Student_317,Machine Learning,10,2,1,58.992628440554576,Graduate,Male,9.590909090909092
317,Student_317,Design and Analysis of Algorithms,10,0,1,58.992628440554576,Graduate,Male,9.590909090909092
317,Student_317,Computer Organization and Architecture,10,2,3,58.992628440554576,Graduate,Male,9.590909090909092
317,Student_317,Microprocessor and Microcontroller,8,5,3,58.992628440554576,Graduate,Male,9.590909090909092
317,Student_317,Economics for Engineers,10,5,3,58.992628440554576,Graduate,Male,9.590909090909092
317,Student_317,Database Management System Laboratory,10,2,1,58.992628440554576,Graduate,Male,9.590909090909092
317,Student_317,Machine Learning Laboratory,10,4,1,58.992628440554576,Graduate,Male,9.590909090909092
318,Student_318,Database Management System,7,2,1,55.9195205943042,High School,Male,9.409090909090908
318,Student_318,Machine Learning,9,5,0,55.9195205943042,High School,Male,9.409090909090908
318,Student_318,Design and Analysis of Algorithms,10,5,3,55.9195205943042,High School,Male,9.409090909090908
318,Student_318,Computer Organization and Architecture,10,5,3,55.9195205943042,High School,Male,9.409090909090908
318,Student_318,Microprocessor and Microcontroller,10,4,2,55.9195205943042,High School,Male,9.409090909090908
318,Student_318,Economics for Engineers,10,1,2,55.9195205943042,High School,Male,9.409090909090908
318,Student_318,Database Management System Laboratory,10,1,0,55.9195205943042,High School,Male,9.409090909090908
318,Student_318,Machine Learning Laboratory,9,1,3,55.9195205943042,High School,Male,9.409090909090908
319,Student_319,Database Management System,10,4,0,61.23537143883395,Graduate,Female,8.818181818181818
319,Student_319,Machine Learning,10,3,2,61.23537143883395,Graduate,Female,8.818181818181818
319,Student_319,Design and Analysis of Algorithms,8,3,1,61.23537143883395,Graduate,Female,8.818181818181818
319,Student_319,Computer Organization and Architecture,9,1,3,61.23537143883395,Graduate,Female,8.818181818181818
319,Student_319,Microprocessor and Microcontroller,9,2,1,61.23537143883395,Graduate,Female,8.818181818181818
319,Student_319,Economics for Engineers,8,3,3,61.23537143883395,Graduate,Female,8.818181818181818
319,Student_319,Database Management System Laboratory,10,2,2,61.23537143883395,Graduate,Female,8.818181818181818
319,Student_319,Machine Learning Laboratory,5,5,1,61.23537143883395,Graduate,Female,8.818181818181818
320,Student_320,Database Management System,10,5,3,63.800851442974164,Graduate,Female,9.227272727272727
320,Student_320,Machine Learning,10,3,3,63.800851442974164,Graduate,Female,9.227272727272727
320,Student_320,Design and Analysis of Algorithms,9,4,2,63.800851442974164,Graduate,Female,9.227272727272727
320,Student_320,Computer Organization and Architecture,10,5,0,63.800851442974164,Graduate,Female,9.227272727272727
320,Student_320,Microprocessor and Microcontroller,9,1,3,63.800851442974164,Graduate,Female,9.227272727272727
320,Student_320,Economics for Engineers,7,3,1,63.800851442974164,Graduate,Female,9.227272727272727
320,Student_320,Database Management System Laboratory,9,5,0,63.800851442974164,Graduate,Female,9.227272727272727
320,Student_320,Machine Learning Laboratory,10,0,1,63.800851442974164,Graduate,Female,9.227272727272727
321,Student_321,Database Management System,10,3,1,63.336823734096704,Graduate,Female,9.181818181818182
321,Student_321,Machine Learning,9,1,1,63.336823734096704,Graduate,Female,9.181818181818182
321,Student_321,Design and Analysis of Algorithms,9,5,2,63.336823734096704,Graduate,Female,9.181818181818182
321,Student_321,Computer Organization and Architecture,9,2,3,63.336823734096704,Graduate,Female,9.181818181818182
321,Student_321,Microprocessor and Microcontroller,10,2,2,63.336823734096704,Graduate,Female,9.181818181818182
321,Student_321,Economics for Engineers,8,4,2,63.336823734096704,Graduate,Female,9.181818181818182
321,Student_321,Database Management System Laboratory,10,2,2,63.336823734096704,Graduate,Female,9.181818181818182
321,Student_321,Machine Learning Laboratory,9,4,1,63.336823734096704,Graduate,Female,9.181818181818182
322,Student_322,Database Management System,10,5,2,74.89003951588631,High School,Male,8.0
322,Student_322,Machine Learning,8,5,1,74.89003951588631,High School,Male,8.0
322,Student_322,Design and Analysis of Algorithms,10,3,1,74.89003951588631,High School,Male,8.0
322,Student_322,Computer Organization and Architecture,5,3,2,74.89003951588631,High School,Male,8.0
322,Student_322,Microprocessor and Microcontroller,9,5,0,74.89003951588631,High School,Male,8.0
322,Student_322,Economics for Engineers,6,0,1,74.89003951588631,High School,Male,8.0
322,Student_322,Database Management System Laboratory,8,3,1,74.89003951588631,High School,Male,8.0
322,Student_322,Machine Learning Laboratory,9,5,0,74.89003951588631,High School,Male,8.0
323,Student_323,Database Management System,8,5,1,83.70449169741308,Graduate,Female,8.727272727272727
323,Student_323,Machine Learning,10,0,0,83.70449169741308,Graduate,Female,8.727272727272727
323,Student_323,Design and Analysis of Algorithms,9,4,2,83.70449169741308,Graduate,Female,8.727272727272727
323,Student_323,Computer Organization and Architecture,7,2,0,83.70449169741308,Graduate,Female,8.727272727272727
323,Student_323,Microprocessor and Microcontroller,9,2,0,83.70449169741308,Graduate,Female,8.727272727272727
323,Student_323,Economics for Engineers,9,0,2,83.70449169741308,Graduate,Female,8.727272727272727
323,Student_323,Database Management System Laboratory,10,4,3,83.70449169741308,Graduate,Female,8.727272727272727
323,Student_323,Machine Learning Laboratory,10,5,3,83.70449169741308,Graduate,Female,8.727272727272727
324,Student_324,Database Management System,10,0,1,95.8541062209215,Graduate,Female,8.318181818181818
324,Student_324,Machine Learning,5,0,2,95.8541062209215,Graduate,Female,8.318181818181818
324,Student_324,Design and Analysis of Algorithms,8,4,2,95.8541062209215,Graduate,Female,8.318181818181818
324,Student_324,Computer Organization and Architecture,8,4,3,95.8541062209215,Graduate,Female,8.318181818181818
324,Student_324,Microprocessor and Microcontroller,10,5,0,95.8541062209215,Graduate,Female,8.318181818181818
324,Student_324,Economics for Engineers,8,5,0,95.8541062209215,Graduate,Female,8.318181818181818
324,Student_324,Database Management System Laboratory,10,5,0,95.8541062209215,Graduate,Female,8.318181818181818
324,Student_324,Machine Learning Laboratory,10,5,3,95.8541062209215,Graduate,Female,8.318181818181818
325,Student_325,Database Management System,8,0,0,80.13573328001829,Postgraduate,Female,8.681818181818182
325,Student_325,Machine Learning,10,5,2,80.13573328001829,Postgraduate,Female,8.681818181818182
325,Student_325,Design and Analysis of Algorithms,8,0,1,80.13573328001829,Postgraduate,Female,8.681818181818182
325,Student_325,Computer Organization and Architecture,9,0,3,80.13573328001829,Postgraduate,Female,8.681818181818182
325,Student_325,Microprocessor and Microcontroller,8,3,0,80.13573328001829,Postgraduate,Female,8.681818181818182
325,Student_325,Economics for Engineers,9,1,2,80.13573328001829,Postgraduate,Female,8.681818181818182
325,Student_325,Database Management System Laboratory,10,5,2,80.13573328001829,Postgraduate,Female,8.681818181818182
325,Student_325,Machine Learning Laboratory,8,0,2,80.13573328001829,Postgraduate,Female,8.681818181818182
326,Student_326,Database Management System,9,3,3,63.567203942054604,High School,Male,8.590909090909092
326,Student_326,Machine Learning,6,4,0,63.567203942054604,High School,Male,8.590909090909092
326,Student_326,Design and Analysis of Algorithms,9,4,1,63.567203942054604,High School,Male,8.590909090909092
326,Student_326,Computer Organization and Architecture,8,0,2,63.567203942054604,High School,Male,8.590909090909092
326,Student_326,Microprocessor and Microcontroller,10,0,0,63.567203942054604,High School,Male,8.590909090909092
326,Student_326,Economics for Engineers,9,0,1,63.567203942054604,High School,Male,8.590909090909092
326,Student_326,Database Management System Laboratory,9,2,0,63.567203942054604,High School,Male,8.590909090909092
326,Student_326,Machine Learning Laboratory,10,5,2,63.567203942054604,High School,Male,8.590909090909092
327,Student_327,Database Management System,8,3,2,89.04522839447718,Postgraduate,Male,9.136363636363637
327,Student_327,Machine Learning,10,2,0,89.04522839447718,Postgraduate,Male,9.136363636363637
327,Student_327,Design and Analysis of Algorithms,8,5,2,89.04522839447718,Postgraduate,Male,9.136363636363637
327,Student_327,Computer Organization and Architecture,10,3,1,89.04522839447718,Postgraduate,Male,9.136363636363637
327,Student_327,Microprocessor and Microcontroller,9,4,3,89.04522839447718,Postgraduate,Male,9.136363636363637
327,Student_327,Economics for Engineers,10,5,0,89.04522839447718,Postgraduate,Male,9.136363636363637
327,Student_327,Database Management System Laboratory,9,0,3,89.04522839447718,Postgraduate,Male,9.136363636363637
327,Student_327,Machine Learning Laboratory,9,1,1,89.04522839447718,Postgraduate,Male,9.136363636363637
328,Student_328,Database Management System,9,3,3,91.63388836592998,High School,Male,7.681818181818182
328,Student_328,Machine Learning,6,2,1,91.63388836592998,High School,Male,7.681818181818182
328,Student_328,Design and Analysis of Algorithms,5,0,0,91.63388836592998,High School,Male,7.681818181818182
328,Student_328,Computer Organization and Architecture,10,5,1,91.63388836592998,High School,Male,7.681818181818182
328,Student_328,Microprocessor and Microcontroller,6,4,3,91.63388836592998,High School,Male,7.681818181818182
328,Student_328,Economics for Engineers,10,5,1,91.63388836592998,High School,Male,7.681818181818182
328,Student_328,Database Management System Laboratory,6,2,0,91.63388836592998,High School,Male,7.681818181818182
328,Student_328,Machine Learning Laboratory,10,4,0,91.63388836592998,High School,Male,7.681818181818182
329,Student_329,Database Management System,8,0,0,78.05299789190221,Postgraduate,Female,8.272727272727273
329,Student_329,Machine Learning,8,4,1,78.05299789190221,Postgraduate,Female,8.272727272727273
329,Student_329,Design and Analysis of Algorithms,9,4,0,78.05299789190221,Postgraduate,Female,8.272727272727273
329,Student_329,Computer Organization and Architecture,7,3,3,78.05299789190221,Postgraduate,Female,8.272727272727273
329,Student_329,Microprocessor and Microcontroller,9,3,1,78.05299789190221,Postgraduate,Female,8.272727272727273
329,Student_329,Economics for Engineers,9,4,0,78.05299789190221,Postgraduate,Female,8.272727272727273
329,Student_329,Database Management System Laboratory,7,5,3,78.05299789190221,Postgraduate,Female,8.272727272727273
329,Student_329,Machine Learning Laboratory,9,2,2,78.05299789190221,Postgraduate,Female,8.272727272727273
330,Student_330,Database Management System,10,0,0,67.50445549095264,Graduate,Male,8.909090909090908
330,Student_330,Machine Learning,10,4,3,67.50445549095264,Graduate,Male,8.909090909090908
330,Student_330,Design and Analysis of Algorithms,9,2,3,67.50445549095264,Graduate,Male,8.909090909090908
330,Student_330,Computer Organization and Architecture,9,5,3,67.50445549095264,Graduate,Male,8.909090909090908
330,Student_330,Microprocessor and Microcontroller,6,3,2,67.50445549095264,Graduate,Male,8.909090909090908
330,Student_330,Economics for Engineers,9,0,2,67.50445549095264,Graduate,Male,8.909090909090908
330,Student_330,Database Management System Laboratory,10,4,2,67.50445549095264,Graduate,Male,8.909090909090908
330,Student_330,Machine Learning Laboratory,9,3,0,67.50445549095264,Graduate,Male,8.909090909090908
331,Student_331,Database Management System,8,0,2,83.13280406064592,Postgraduate,Female,9.0
331,Student_331,Machine Learning,10,4,2,83.13280406064592,Postgraduate,Female,9.0
331,Student_331,Design and Analysis of Algorithms,10,1,1,83.13280406064592,Postgraduate,Female,9.0
331,Student_331,Computer Organization and Architecture,9,5,2,83.13280406064592,Postgraduate,Female,9.0
331,Student_331,Microprocessor and Microcontroller,9,4,0,83.13280406064592,Postgraduate,Female,9.0
331,Student_331,Economics for Engineers,8,1,3,83.13280406064592,Postgraduate,Female,9.0
331,Student_331,Database Management System Laboratory,8,3,0,83.13280406064592,Postgraduate,Female,9.0
331,Student_331,Machine Learning Laboratory,9,4,0,83.13280406064592,Postgraduate,Female,9.0
332,Student_332,Database Management System,7,1,1,66.561461225751,High School,Female,8.636363636363637
332,Student_332,Machine Learning,10,3,2,66.561461225751,High School,Female,8.636363636363637
332,Student_332,Design and Analysis of Algorithms,7,2,3,66.561461225751,High School,Female,8.636363636363637
332,Student_332,Computer Organization and Architecture,10,5,0,66.561461225751,High School,Female,8.636363636363637
332,Student_332,Microprocessor and Microcontroller,8,0,0,66.561461225751,High School,Female,8.636363636363637
332,Student_332,Economics for Engineers,9,2,3,66.561461225751,High School,Female,8.636363636363637
332,Student_332,Database Management System Laboratory,10,0,0,66.561461225751,High School,Female,8.636363636363637
332,Student_332,Machine Learning Laboratory,10,0,3,66.561461225751,High School,Female,8.636363636363637
333,Student_333,Database Management System,6,0,3,85.56724911280418,Postgraduate,Male,7.590909090909091
333,Student_333,Machine Learning,10,3,1,85.56724911280418,Postgraduate,Male,7.590909090909091
333,Student_333,Design and Analysis of Algorithms,8,2,3,85.56724911280418,Postgraduate,Male,7.590909090909091
333,Student_333,Computer Organization and Architecture,6,2,1,85.56724911280418,Postgraduate,Male,7.590909090909091
333,Student_333,Microprocessor and Microcontroller,6,3,1,85.56724911280418,Postgraduate,Male,7.590909090909091
333,Student_333,Economics for Engineers,9,0,0,85.56724911280418,Postgraduate,Male,7.590909090909091
333,Student_333,Database Management System Laboratory,8,5,2,85.56724911280418,Postgraduate,Male,7.590909090909091
333,Student_333,Machine Learning Laboratory,10,1,0,85.56724911280418,Postgraduate,Male,7.590909090909091
334,Student_334,Database Management System,9,2,3,84.66807104250545,High School,Male,9.318181818181818
334,Student_334,Machine Learning,9,5,3,84.66807104250545,High School,Male,9.318181818181818
334,Student_334,Design and Analysis of Algorithms,9,1,2,84.66807104250545,High School,Male,9.318181818181818
334,Student_334,Computer Organization and Architecture,10,3,1,84.66807104250545,High School,Male,9.318181818181818
334,Student_334,Microprocessor and Microcontroller,9,2,1,84.66807104250545,High School,Male,9.318181818181818
334,Student_334,Economics for Engineers,10,0,1,84.66807104250545,High School,Male,9.318181818181818
334,Student_334,Database Management System Laboratory,8,2,1,84.66807104250545,High School,Male,9.318181818181818
334,Student_334,Machine Learning Laboratory,10,3,2,84.66807104250545,High School,Male,9.318181818181818
335,Student_335,Database Management System,9,3,0,66.66514575752869,Graduate,Male,8.772727272727273
335,Student_335,Machine Learning,9,4,1,66.66514575752869,Graduate,Male,8.772727272727273
335,Student_335,Design and Analysis of Algorithms,9,2,3,66.66514575752869,Graduate,Male,8.772727272727273
335,Student_335,Computer Organization and Architecture,8,3,0,66.66514575752869,Graduate,Male,8.772727272727273
335,Student_335,Microprocessor and Microcontroller,10,3,1,66.66514575752869,Graduate,Male,8.772727272727273
335,Student_335,Economics for Engineers,8,5,3,66.66514575752869,Graduate,Male,8.772727272727273
335,Student_335,Database Management System Laboratory,9,2,1,66.66514575752869,Graduate,Male,8.772727272727273
335,Student_335,Machine Learning Laboratory,8,2,2,66.66514575752869,Graduate,Male,8.772727272727273
336,Student_336,Database Management System,10,1,3,71.39942777425662,High School,Male,7.818181818181818
336,Student_336,Machine Learning,8,5,0,71.39942777425662,High School,Male,7.818181818181818
336,Student_336,Design and Analysis of Algorithms,5,0,2,71.39942777425662,High School,Male,7.818181818181818
336,Student_336,Computer Organization and Architecture,7,3,1,71.39942777425662,High School,Male,7.818181818181818
336,Student_336,Microprocessor and Microcontroller,8,1,0,71.39942777425662,High School,Male,7.818181818181818
336,Student_336,Economics for Engineers,9,3,3,71.39942777425662,High School,Male,7.818181818181818
336,Student_336,Database Management System Laboratory,10,4,0,71.39942777425662,High School,Male,7.818181818181818
336,Student_336,Machine Learning Laboratory,9,4,3,71.39942777425662,High School,Male,7.818181818181818
337,Student_337,Database Management System,10,2,3,77.41802071555749,High School,Female,9.818181818181818
337,Student_337,Machine Learning,10,1,1,77.41802071555749,High School,Female,9.818181818181818
337,Student_337,Design and Analysis of Algorithms,10,2,3,77.41802071555749,High School,Female,9.818181818181818
337,Student_337,Computer Organization and Architecture,10,2,0,77.41802071555749,High School,Female,9.818181818181818
337,Student_337,Microprocessor and Microcontroller,9,4,2,77.41802071555749,High School,Female,9.818181818181818
337,Student_337,Economics for Engineers,10,2,0,77.41802071555749,High School,Female,9.818181818181818
337,Student_337,Database Management System Laboratory,10,5,3,77.41802071555749,High School,Female,9.818181818181818
337,Student_337,Machine Learning Laboratory,9,2,1,77.41802071555749,High School,Female,9.818181818181818
338,Student_338,Database Management System,10,5,1,78.01407069781118,High School,Female,9.227272727272727
338,Student_338,Machine Learning,8,0,2,78.01407069781118,High School,Female,9.227272727272727
338,Student_338,Design and Analysis of Algorithms,10,4,0,78.01407069781118,High School,Female,9.227272727272727
338,Student_338,Computer Organization and Architecture,10,5,1,78.01407069781118,High School,Female,9.227272727272727
338,Student_338,Microprocessor and Microcontroller,10,4,2,78.01407069781118,High School,Female,9.227272727272727
338,Student_338,Economics for Engineers,8,1,3,78.01407069781118,High School,Female,9.227272727272727
338,Student_338,Database Management System Laboratory,8,0,0,78.01407069781118,High School,Female,9.227272727272727
338,Student_338,Machine Learning Laboratory,7,2,1,78.01407069781118,High School,Female,9.227272727272727
339,Student_339,Database Management System,9,2,3,81.32395178970305,Graduate,Female,9.181818181818182
339,Student_339,Machine Learning,8,1,2,81.32395178970305,Graduate,Female,9.181818181818182
339,Student_339,Design and Analysis of Algorithms,9,4,3,81.32395178970305,Graduate,Female,9.181818181818182
339,Student_339,Computer Organization and Architecture,10,1,2,81.32395178970305,Graduate,Female,9.181818181818182
339,Student_339,Microprocessor and Microcontroller,10,1,3,81.32395178970305,Graduate,Female,9.181818181818182
339,Student_339,Economics for Engineers,9,1,2,81.32395178970305,Graduate,Female,9.181818181818182
339,Student_339,Database Management System Laboratory,8,1,3,81.32395178970305,Graduate,Female,9.181818181818182
339,Student_339,Machine Learning Laboratory,10,1,0,81.32395178970305,Graduate,Female,9.181818181818182
340,Student_340,Database Management System,5,0,2,69.66955564613303,Postgraduate,Male,8.409090909090908
340,Student_340,Machine Learning,7,2,0,69.66955564613303,Postgraduate,Male,8.409090909090908
340,Student_340,Design and Analysis of Algorithms,9,4,1,69.66955564613303,Postgraduate,Male,8.409090909090908
340,Student_340,Computer Organization and Architecture,10,2,3,69.66955564613303,Postgraduate,Male,8.409090909090908
340,Student_340,Microprocessor and Microcontroller,10,2,1,69.66955564613303,Postgraduate,Male,8.409090909090908
340,Student_340,Economics for Engineers,9,2,1,69.66955564613303,Postgraduate,Male,8.409090909090908
340,Student_340,Database Management System Laboratory,7,0,2,69.66955564613303,Postgraduate,Male,8.409090909090908
340,Student_340,Machine Learning Laboratory,9,5,0,69.66955564613303,Postgraduate,Male,8.409090909090908
341,Student_341,Database Management System,8,0,0,60.9471811274511,Graduate,Female,7.7272727272727275
341,Student_341,Machine Learning,9,4,0,60.9471811274511,Graduate,Female,7.7272727272727275
341,Student_341,Design and Analysis of Algorithms,10,5,1,60.9471811274511,Graduate,Female,7.7272727272727275
341,Student_341,Computer Organization and Architecture,6,1,2,60.9471811274511,Graduate,Female,7.7272727272727275
341,Student_341,Microprocessor and Microcontroller,5,0,0,60.9471811274511,Graduate,Female,7.7272727272727275
